STCOFIPS10,state,YEAR,VOTER_TURNOUT_PCT,REG_VOTER_TURNOUT_PCT,PARTISAN_INDEX_DEM,percent_car,percent_pt,NAME,percent_white,percent_black,percent_asian,percent_native,labor_force_participation,percent_manufacturing,percent_edu_health_services,percent_unemployment,median_income_adj2024,percent_homeowner,median_home_value_adj2024,percent_family_households,percent_married,avg_household_size,percent_upper_edu,median_age,total_population,mean_commute_time,pop_density_sq_mile,gas_price
04015,AZ,2012,0.467257261276,0.537547469139,0.342090934515,0.8974829274683523,0.00425789758118664,"Mohave County, Arizona",0.858444726410733,0.0117294697394435,0.0110360293900676,0.0109573411234717,44.3,1,63230,6.8,47181.8488675958,35.7,69779.0026132404,61.1,1.3,2.39,0.112486770373625,48.7,203334,18.6,15.275650682539,3.4591039042821157
04015,AZ,2014,0.297461777925,0.348973661661,0.3198103308678,0.9312483766977832,0.00837241990435885,"Mohave County, Arizona",0.904180250883896,0.012106549436716,0.012106549436716,0.0280732293802647,44.4,2.5,66530,5.2,50056.9201520913,32.8,72591.436417406,64.3,2.4,2.47,0.129464699879395,49.7,203361,19.2,15.2776790819628,3.3118775510204084
04015,AZ,2016,0.509059786797,0.574813604355,0.27961131930350003,0.9297877952986692,0.00844129198663462,"Mohave County, Arizona",0.913485571184269,0.00786361931117813,0.00988555364459754,0.0237272775994036,44.6,0.8,69900,4.3,55591.80625,68.5,194858.958333333,61.5,1.9,2.37,0.112853573084651,50.6,205249,21.8,15.4195167898161,3.319611085870059
04015,AZ,2018,0.405744016171,0.477433055639,0.2767670750618,0.8963219578973836,0.00568538980541159,"Mohave County, Arizona",0.912288236697686,0.011496062992126,0.0120162252445717,0.0207396802672393,45.3,0.9,72632,4.5,57689.645559538,70.5,237096.176821983,62.6,3,2.28,0.14322591079015,52.5,209550,21.2,15.7426333054288,3.62304
04019,AZ,2010,0.461025387049,0.562994599342,0.4841737151146,0.8642214974509866,0.02008520256923013,"Pima County, Arizona",0.808366101446413,0.0344732088857755,0.0265162082524736,0.0325549761035438,60,0.9,412292,6.8,63843.0674002751,36.4,351034.488766621,62.9,2.2,2.49,0.299641391548671,37.8,982154,23.7,106.906506374238,3.288729666924864
04019,AZ,2012,0.557466506958,0.647505760193,0.5378065109253,0.8618195081183183,0.02673900126086347,"Pima County, Arizona",0.776446653244578,0.0387880216929969,0.0267282954149259,0.0303599175327541,59.4,1.2,417745,6.1,61313.8022648084,38.4,325873.229529617,61.5,2.7,2.5,0.302134827732854,38,992394,24.1,108.021120401439,3.4591039042821157
04019,AZ,2014,0.378018498421,0.468590080738,0.5427231788635,0.8605361145762013,0.0291458370459299,"Pima County, Arizona",0.773637254160212,0.0340243460532236,0.0266864838389832,0.0323439347904862,59.2,1.3,430957,5.4,60928.229826785,39.9,311150.382340515,60.9,2,2.5,0.307666486734134,38,1004516,24.2,109.34058829575,3.3118775510204084
04019,AZ,2016,0.588278532028,0.692334771156,0.550212264061,0.8691851955112567,0.02595432262261564,"Pima County, Arizona",0.762254897136998,0.033796297207456,0.0282550978836968,0.0321489934127529,58.2,1.1,436074,4.7,62323.4166666667,62.7,223163.958333333,61.9,2,2.46,0.318542811558234,38.3,1016206,24.4,110.613033410788,3.319611085870059
04019,AZ,2018,0.472961217165,0.61073243618,0.5794830918312,0.8683136798735549,0.02141531549130689,"Pima County, Arizona",0.742854448147532,0.0365133152338671,0.029334801308474,0.0437312874071408,57.6,1,454426,3.2,66963.0744723218,62.3,248118.080446037,61.2,2.8,2.51,0.315404480571485,39,1039073,25.3,113.102084090477,3.62304
04019,AZ,2022,0.485230386257,0.572361409664,0.6025111079216,0.7979115881697537,0.01080570243408437,"Pima County, Arizona",0.568690153243627,0.0344838345797123,0.0317871552207504,0.0313172219664012,57.8,1.3,473063,2.8,68781.6979842842,65.3,340609.839426033,42.3,1.3,158468,0.370588716373471,39.6,1057597,24.3,115.118403449841,4.026902502157032
04021,AZ,2010,0.319018632174,0.458997786045,0.3994803130627,0.8928387508358762,0.00376624674296518,"Pinal County, Arizona",0.753771082893482,0.0457584110128647,0.01698876100062,0.0528498705196409,53.7,1.9,132869,8,72258.5740486016,21.8,133983.344795965,70.9,2.9,2.99,0.164747356051704,35.3,383842,31.4,71.5367394891991,3.288729666924864
04021,AZ,2012,0.438493877649,0.576637387276,0.4369806349277,0.9103155591044864,0.0014195723538284,"Pinal County, Arizona",0.797759219340932,0.0474694409665303,0.0177068139868083,0.0605036593393828,53,5.1,138459,6.6,69194.1093205575,25.4,129586.054006969,74.3,3.4,2.91,0.196358852322634,37.4,387365,30.8,72.1933219716279,3.4591039042821157
04021,AZ,2014,0.253877490759,0.371818244457,0.4307976663113,0.9058469352813606,0.00148384887569912,"Pinal County, Arizona",0.810361815096612,0.0460641225324569,0.019852308182266,0.0516324225339497,49.4,3.8,142635,4.1,66257.5897760879,32.7,118226.489226869,70.9,2.6,2.84,0.170774306229381,38.4,401918,30.5,74.9055685985898,3.3118775510204084
04021,AZ,2016,0.460117101669,0.578984200954,0.4125952720642,0.8993577193886313,0.00202644684870341,"Pinal County, Arizona",0.806544177378506,0.044628948248674,0.0204711616571893,0.0520762651120562,48.9,2.7,147996,4.3,68868.9479166667,76,217922.291666667,69.4,2.1,2.96,0.202402343953649,39.2,418540,30.3,78.003415326643207,3.319611085870059
04021,AZ,2018,0.350222229958,0.521775722504,0.4413761198521,0.8971005082227189,0.0019542224941623,"Pinal County, Arizona",0.804489889027549,0.044610388739047,0.0161762140547214,0.0495149148585001,49.3,3.6,162888,3.6,73969.4982078853,78.1,250748.307447232,74.1,3,2.84,0.196574254157592,39.8,447138,31.6,83.3332324803474,3.62304
04021,AZ,2022,0.430878847837,0.515261411667,0.4345943927765,0.8082305336946216,0.00130043054094801,"Pinal County, Arizona",0.603491513592471,0.0471675349129815,0.0183602855948672,0.0549709794594036,55.2,2.2,195123,3,82065.4817218995,82.3,390358.216604031,53.7,1.8,64204,0.229185793373229,39.6,464154,31.8,86.5045090971538,4.026902502157032
04025,AZ,2012,0.617280781269,0.698539733887,0.3717740476131,0.8909754628932711,0.0086682723669025,"Yavapai County, Arizona",0.915823680732892,0.00670156181661705,0.00928342668491373,0.0203116108673467,51.2,2.4,81859,5.6,60317.9769163763,32.2,87034.0396341463,63.7,1.9,2.23,0.26470699195171,51,212637,21.8,26.1753652261735,3.4591039042821157
04025,AZ,2014,0.427405804396,0.504514276981,0.3683254122734,0.866324376449738,0.00410487633245588,"Yavapai County, Arizona",0.910529875162216,0.00567070607373289,0.0103498382409388,0.0151249291732924,47,2.5,78725,4.8,58801.0033798057,28.6,85892.9129700042,64.1,1.6,2.37,0.255241286701105,52,218844,23.7,26.9394396438847,3.3118775510204084
04025,AZ,2016,0.658494114876,0.745439469814,0.3476518392563,0.8768246562754038,0.00282755451878556,"Yavapai County, Arizona",0.930830547698637,0.00500970908220356,0.0104982222182814,0.0154768977044006,47.2,1.9,85812,2.5,66071.2083333333,73.5,298119.791666667,63.5,0.6,2.31,0.240321822266339,53.1,225562,22.6,27.7664175620712,3.319611085870059
04027,AZ,2012,0.3751963377,0.476767659187,0.4414727389812,0.906436140862208,0.00609799233152704,"Yuma County, Arizona",0.764370919198888,0.0202627710951795,0.0125286218515963,0.0100138984711682,55.2,9.1,68254,7.6,54085.5074041812,32.4,65679.2704703833,77.4,2.9,2.71,0.142582679234129,33.6,200022,18.4,36.2753174748789,3.4591039042821157
04027,AZ,2014,0.224612340331,0.294241249561,0.4409321248531,0.9016350453013754,0.01492126345601636,"Yuma County, Arizona",0.785354765383991,0.0232377353663277,0.0118427332260747,0.0086840150162118,56,12.8,75232,5.7,53158.0735107731,33.9,62009.780312632,76.9,3.6,2.8,0.135113389863932,34,203247,18.8,36.8601926328939,3.3118775510204084
04027,AZ,2016,0.586805403233,0.676340639591,0.4534397721291,0.8933495331883873,0.03400690625399667,"Yuma County, Arizona",0.547830823173549,0.0179739436174507,0.013222714473985,0.0142293720304818,55.8,10.9,75824,5.7,57026.7125,68.4,161574.375,72.7,1.5,2.74,0.154337688364744,34.8,205631,20,37.2925468582297,3.319611085870059
04027,AZ,2018,0.289888978004,0.388030707836,0.4687352776527,0.9473884429565944,0.00729131002650232,"Yuma County, Arizona",0.874849147684417,0.0280113893498265,0.0153397948408508,0.0114459194448635,52.7,10.5,76472,3.8,54361.7821585026,65.7,176099.960175229,77.2,3.5,2.76,0.168177747515043,35.1,212128,20.2,38.4708209362525,3.62304
05007,AR,2012,0.546920835972,0.70391356945,0.392381966114,0.921899000625794,8.059469402461457e-4,"Benton County, Arkansas",0.887001222725472,0.0121411472953657,0.0317779461656362,0.0138719065906625,64.5,1.8,106382,3,71630.9364111498,33.2,76830.5966898955,73.3,1.2,2.73,0.294985803824932,34.9,232268,18.9,274.095788552701,3.365229219143577
05007,AR,2014,0.382018327713,0.488997161388,0.392381966114,0.9318476830209232,3.086279671401988e-4,"Benton County, Arkansas",0.884995522468131,0.0167463818653769,0.0342685941375283,0.0155991432851466,62.8,1,111602,2.2,75709.862695395,33.5,76158.9585973807,74.3,3.1,2.78,0.296335422979359,35.4,242321,19.7,285.959174651174,3.2030709426627793
05007,AR,2018,0.366238534451,0.488635152578,NA,0.9369901775121768,0.00138531711235069,"Benton County, Arkansas",0.873987557225026,0.0188292346519545,0.038982715107407,0.0131580878037328,67.3,1.4,136545,1.8,84122.174432497,67.2,246364.595778574,72.3,2,2.69,0.33182211551883,35.5,272608,19.9,321.700383719559,3.0250625242718447
05007,AR,2022,0.430167764425,0.502945184708,0.3441117107868,0.8085150356515449,0.00148548103751162,"Benton County, Arkansas",0.603500592677217,0.0208840300730033,0.0466316453313875,0.024010856393815,67.8,1.5,155891,1.6,92316.0112743423,70.3,329757.601639904,58.4,2,28047,0.384912336343003,36.2,302863,22,357.403830094703,3.1846177739430543
05119,AR,2010,0.399150907993,0.491329818964,0.6385309100151,0.945641141310477,0.00690763505131386,"Pulaski County, Arkansas",0.606612587062602,0.355874900946741,0.0204727447136839,0.00461640321975226,65.5,0.5,177729,5.6,64143.0032095369,41.1,131586.742320037,63.3,1.7,2.41,0.302309015748951,35.9,383632,19.1,504.934617342642,3.2112618125484116
05119,AR,2012,0.574906826019,0.689411044121,0.6232527494431,0.9520105478915732,0.00849819211902075,"Pulaski County, Arkansas",0.596182572187385,0.357271958308587,0.0225914185004358,0.00387964612690994,63.1,0.5,173848,5.5,60868.6258710801,39.8,127986.158536585,58.6,1.6,2.47,0.327640518838789,36.2,388953,19.9,511.938092284462,3.365229219143577
05119,AR,2014,0.446992814541,0.527438163757,0.6232527494431,0.9340281049918236,0.00992266969705368,"Pulaski County, Arkansas",0.589592108010654,0.356626653289263,0.0201450463710396,0.00159663052390871,63.2,0.9,181221,4.1,59604.8584706379,41.6,118019.214195184,60.1,2.2,2.54,0.336516679420255,36.6,392702,19.9,516.872508288386,3.2030709426627793
05119,AR,2016,0.560516834259,0.653647959232,0.5591263175011,0.9318061528283162,0.00928988863160216,"Pulaski County, Arkansas",0.55523458359822,0.362186904005086,0.0218792116973935,0.00203178639542276,62.2,0.2,181806,2.9,62096.7145833333,56.2,201542.083333333,60.8,2.4,2.4,0.340872399173167,36.8,393250,19.9,517.593783287093,2.829213993639255
05119,AR,2018,0.441093236208,0.545148968697,NA,0.9239435273121296,0.00655448615803004,"Pulaski County, Arkansas",0.552154425995722,0.369517164103086,0.0230263828053377,0.00533767953549964,63.9,0.4,188340,2.7,62139.7391477499,58.7,206284.946236559,62,1.7,2.45,0.336992398106247,37.9,392680,21.1,516.843551992818,3.0250625242718447
05119,AR,2022,0.407854378223,0.515956044197,0.5884302258492,0.8490151028452585,0.00695253547045308,"Pulaski County, Arkansas",0.506700572473662,0.366470831402122,0.0229164839845169,0.00367034536321387,61.5,0.5,185022,2.7,60501.7628971643,56.7,219086.265801162,37.5,0.6,49963,0.376765801994491,37.9,399145,20.6,525.3527543042,3.1846177739430543
05131,AR,2012,0.500931918621,0.643285095692,0.4093392491341,0.9535769189517714,0.0052554431375353,"Sebastian County, Arkansas",0.822087287123735,0.0605794004901653,0.0448532646264061,0.0170850876641739,60.1,1.7,55849,3.2,51133.6454703833,39.8,42410.9277003484,62.7,2.8,2.44,0.188111281447942,36.4,127304,18.3,239.341920790454,3.365229219143577
05143,AR,2010,0.329003602266,0.453689306974,0.5153468847275,0.910283695490242,0.01391874348223976,"Washington County, Arkansas",0.790160834398867,0.0371981599329816,0.0241619023823871,0.00983230699137285,67.6,2.4,96558,6.3,55196.8408986703,43.4,62362.1343420449,62.3,2.5,2.55,0.255309478555491,31,204123,20.2,216.69095700508,3.2112618125484116
05143,AR,2012,0.516451299191,0.675568580627,0.4939482808113,0.8982884886069236,0.00999571612166214,"Washington County, Arkansas",0.77621315825572,0.0361334083846157,0.0251358727786161,0.00837231742908363,65.8,2.8,98467,5.1,56468.9133275261,43.6,62942.4629790941,63.7,2.8,2.5,0.290202527263285,31.5,211411,21.9,224.427682874546,3.365229219143577
05143,AR,2014,0.364378094673,0.470732241869,0.4939482808113,0.9189097489255824,0.00481602955590741,"Washington County, Arkansas",0.803027283597232,0.0289322076886844,0.0247880357983985,0.0107974926627776,66.1,1,107637,3.8,59836.0498521335,45.3,59266.0435149979,59.3,2.3,2.61,0.290714680852676,31.6,220792,22.1,234.386275819313,3.2030709426627793
05143,AR,2016,0.549303472042,0.633615612984,0.4034088253975,0.9189373934865256,0.00880199262130831,"Washington County, Arkansas",0.764997873264079,0.0377462738271161,0.0236878916373236,0.00959881428991138,63.2,0.9,108285,2,59858.5229166667,49.7,220281.041666667,58.6,2.8,2.49,0.32654464586168,31.5,228049,21.1,242.090093003,2.829213993639255
05143,AR,2018,0.350422561169,0.495650231838,NA,0.8838666960935776,0.00793643787243434,"Washington County, Arkansas",0.766455239469786,0.0351239233460358,0.0265317921514511,0.0146057790100481,64.2,1.8,115315,2.2,63052.8036638789,53.2,212672.640382318,64.6,4.5,2.54,0.337270113947286,32.2,236961,20.5,251.550809379054,3.0250625242718447
05143,AR,2022,0.376831263304,0.496108233929,0.4664867520332,0.8529056080492761,0.00705440356025669,"Washington County, Arkansas",0.626688120474587,0.0350980652518609,0.02346380060456,0.0154030009294914,64.4,1.3,125544,2.7,65751.6672360779,54.4,299672.189955586,45.9,0.8,23220,0.353461824799404,32.5,256054,20.9,271.819375107061,3.1846177739430543
06001,CA,2010,0.482596546412,0.611688435078,0.793053984642,0.777269014969027,0.10812225245970274,"Alameda County, California",0.457330879710849,0.122867832005242,0.264583685612226,0.00516462873327556,65.8,0.3,699389,8,96857.6364053187,46.6,413536.497019716,65.2,2,2.76,0.40273014855105,36.4,1513952,27.4,2048.60264540817,3.619064291247096
06001,CA,2012,0.620629310608,0.743034362793,0.8021823763847,0.73921215353349,0.13016762997448797,"Alameda County, California",0.4559521971802,0.11851716064629,0.267226896161367,0.00683981681588968,66.6,0.4,747170,6.7,96569.0331010453,47.8,392036.030052265,65.6,2.4,2.77,0.423598899647555,36.9,1554720,29.5,2103.76782412454,3.831037783375314
06001,CA,2014,0.347120344639,0.450362354517,0.7955497503281,0.7263628811504991,0.14009723678655572,"Alameda County, California",0.442849152751749,0.114829342965918,0.280558140343319,0.00670051479867728,66.1,0.6,802511,4.4,102593.168567807,48.2,388194.245880862,66.9,2.2,2.8,0.427823959873917,37.1,1610921,31.1,2179.81615146555,3.6664159378036927
06001,CA,2016,0.634632587433,0.68620967865,0.8348486423492,0.7047047569580838,0.15096174048993366,"Alameda County, California",0.417591387773532,0.106120395410826,0.293654685550317,0.00614309366245394,66.6,0.3,848374,3,117909.98125,52.3,935113.333333333,67,1.8,2.82,0.453848098186395,37.4,1647704,33.6,2229.58903138912,3.774
06001,CA,2018,0.473667055368,0.628273308277,NA,0.7013646995051145,0.15746494142683626,"Alameda County, California",0.38632418840704,0.103285849792981,0.308078641526369,0.00638666917053697,67.7,0.5,882648,2.7,127910.444046197,53.6,1054595.77857427,66.3,1.7,2.84,0.482915129928976,37.6,1666753,34.8,2255.36516682299,4.116957669902913
06001,CA,2022,0.372718185186,0.450506687164,0.8108971118927,0.5930655689643826,0.06834034355050049,"Alameda County, California",0.301855067873053,0.0976085284380512,0.334585023790713,0.00967957583715624,66.3,0.4,855732,2.7,131257.278783738,55,1173868.29518278,49,1,176742,0.534700036025345,39.4,1628997,30.2,2204.27567291564,4.646676445211389
06007,CA,2010,0.468714952469,0.671582996845,0.471872895956,0.8704176915912402,0.01158264275308671,"Butte County, California",0.840097786179069,0.0140272274528336,0.0429314042676942,0.0143680250099967,57.5,3.3,88041,8.5,60069.3558000917,40.5,72568.6038514443,61.2,3.6,2.53,0.224867465148243,37.2,220072,20.6,134.480185932737,3.619064291247096
06007,CA,2012,0.554224193096,0.749930620193,0.4781598448753,0.8570426368309646,0.01423646809797399,"Butte County, California",0.849069464067275,0.0154600318679781,0.0456398196254384,0.00854025702020863,55.7,3.2,86165,8.4,56105.9233449477,40.6,69518.7456445993,61.7,3.4,2.53,0.24076000618577,37.1,221539,19.2,135.376630881496,3.831037783375314
06007,CA,2014,0.380912810564,0.557917654514,0.4687388837337,0.833113072305349,0.01397724218260012,"Butte County, California",0.819372906827922,0.0159114524105761,0.0413171543116558,0.0201702632435638,55.2,3.9,91759,5.3,56289.7866497676,40.7,67288.6501901141,56.8,2.4,2.57,0.270621715377745,36.4,224241,21.2,137.027751707363,3.6664159378036927
06007,CA,2016,0.539995908737,0.59845584631,0.5446175932884,0.8571333303694483,0.01339305561730316,"Butte County, California",0.82821426052613,0.0157054446716976,0.0470105437619014,0.011315149164257,54.7,4.4,93016,4.7,59200.69375,59.1,336121.875,59.1,2.2,2.57,0.25769511897994,38.1,226864,20.5,138.630597720039,3.774
06007,CA,2018,0.53415709734,0.612763106823,NA,0.8603825775680596,0.01248817792602686,"Butte County, California",0.806257999792438,0.0173790085446432,0.0433156328916871,0.0098332583803231,57.4,3.5,101385,4.2,64693.5643170052,58.6,343432.497013142,58.1,2.3,2.54,0.261673380768023,37.5,231256,22.8,141.314432904054,4.116957669902913
06007,CA,2022,0.429153442383,0.507110238075,0.4878211021423,0.818751976963602,0.00478834218649447,"Butte County, California",0.703660824976001,0.0170716294506109,0.0573170672879794,0.0139554179148396,59.1,2.7,94870,3.4,69224.3833276392,57.3,443437.478647079,38.4,1,27228,0.345276608316715,36.7,207303,21.2,126.677387329666,4.646676445211389
06013,CA,2010,0.515971958637,0.655321359634,0.6696025729179,0.8182959122941699,0.08830747069428031,"Contra Costa County, California",0.641884184201203,0.0925850115925978,0.14694057048309,0.00381639148692045,66.4,0.7,480363,7.9,106305.614397066,33.9,350443.269142595,71.1,2.2,2.83,0.385993635665266,38.5,1052827,32.5,1456.71147442041,3.619064291247096
06013,CA,2012,0.6450715065,0.791818499565,0.6788527965546,0.8119309925105263,0.09864866543291144,"Contra Costa County, California",0.628441909342097,0.0904263350120462,0.147547649724851,0.00613562282962994,64.5,1,498496,5.8,101605.69033101,35.8,334509.651567944,69.7,2.1,2.81,0.393632436664309,38.7,1079597,34.4,1493.75095590239,3.831037783375314
06013,CA,2014,0.347827851772,0.489645212889,0.6658422350883,0.786688759463026,0.1091668568366952,"Contra Costa County, California",0.593695533046172,0.0847284222006067,0.155626680967734,0.00464934641904945,64.2,0.7,519771,5.1,106774.543726236,36.3,328166.865230249,70.8,2,2.84,0.396871372008086,38.8,1111339,36,1537.66979121062,3.6664159378036927
06013,CA,2016,0.647117316723,0.713705360889,0.6796002984047,0.7908909847765812,0.10427705575941468,"Contra Costa County, California",0.580421397781922,0.0858168293063243,0.161963375023235,0.00278294851589294,64.7,0.5,549609,3.8,119306.885416667,64,756110.416666667,72.8,2.3,2.88,0.415112767576739,39.5,1135127,37.6,1570.5833207397,3.774
06013,CA,2018,0.479618668556,0.637604236603,NA,0.7847264452596269,0.1123590496248754,"Contra Costa County, California",0.541030155231848,0.0880296292432284,0.170270775463718,0.00638750146711702,65.8,0.5,577749,3.1,127275.432098765,66.7,839167.662285942,72.1,2.3,2.88,0.436475546093133,40,1150215,40,1591.45936469189,4.116957669902913
06013,CA,2022,0.435774058104,0.524718761444,0.7143075466156,0.7029071996802783,0.04547213866130917,"Contra Costa County, California",0.408636900306491,0.0867423934670509,0.192844042089396,0.00695180325091662,64.5,0.7,574084,3.3,129003.021865391,68.8,930283.908438674,54.1,1.1,146129,0.451210542332328,40.5,1156966,34.1,1600.80017677575,4.646676445211389
06017,CA,2010,0.589899420738,0.728376209736,0.4126065373421,0.8855619840083209,0.02054215692647728,"El Dorado County, California",0.893567115908915,0.00757751360420323,0.0336434981290771,0.0111924235901851,61.6,1.1,78614,7.4,95357.9573590096,23.8,73765.4630903255,73.1,2.5,2.67,0.316984178492564,42.5,181194,30.2,106.091645575422,3.619064291247096
06017,CA,2012,0.672377288342,0.80923563242,0.4156039953232,0.8652673502455194,0.01012999542356739,"El Dorado County, California",0.861265721833619,0.00758746351648473,0.045148177070353,0.00548844988674188,63,1.4,82213,7.4,95847.162456446,27.2,65383.3993902439,72.4,2.4,2.73,0.320237663136964,44.7,180561,27.9,105.721015137056,3.831037783375314
06017,CA,2014,0.451856642962,0.58891248703,0.401163816452,0.8701297015177285,0.01861781545772042,"El Dorado County, California",0.876812662832424,0.00800712229705004,0.0428539437535161,0.00842222549935277,58.1,1.5,79933,4.7,94486.8546683566,23,67340.4689480355,68.4,2.4,2.75,0.31057628581557,44.9,183087,27.4,107.200023805795,3.6664159378036927
06017,CA,2016,0.696186244488,0.780130088329,0.3941250741482,0.8712552332723307,0.00931334453107373,"El Dorado County, California",0.875393939393939,0.00967003367003367,0.0479676767676768,0.0128161616161616,56.6,1.6,80713,3.6,99292.8916666667,75,559285.833333333,70.1,2.9,2.64,0.339586948588282,46.1,185625,30.2,108.686058643982,3.774
06017,CA,2018,0.642032623291,0.749730885029,NA,0.8064890182347324,0.01854167614023919,"El Dorado County, California",0.887097620071534,0.0064034655282728,0.046329413985882,0.00484586580517941,59.4,1.8,88702,2.6,103633.448825169,75.7,609461.170848268,68.5,0.9,2.6,0.359184143811938,46.6,190678,30.1,111.644661495581,4.116957669902913
06019,CA,2010,0.380216568708,0.516433477402,0.4727753996849,0.8742191306152689,0.01379692062878903,"Fresno County, California",0.591820180702236,0.0509971625977232,0.0946597260320944,0.00921084213413798,62.4,9.9,363891,9.5,65208.6405318661,45.8,222475.944520862,73.4,4.1,3.23,0.20053737444779,30.6,933248,22.3,156.616155465975,3.619064291247096
06019,CA,2012,0.493599206209,0.637883126736,0.4889791309834,0.8861314957940747,0.01653957530342644,"Fresno County, California",0.55653316031839,0.0522684474546231,0.0984201836701322,0.0112227620147801,61,12.3,359429,9.6,57019.56228223,48.6,205950.927700348,72.3,5.1,3.18,0.185254881535693,31,947895,22.8,159.074191088993,3.831037783375314
06019,CA,2014,0.287422418594,0.397545337677,0.4721778035164,0.8977183449446353,0.0123184736042485,"Fresno County, California",0.605187096133022,0.0516380358063468,0.0995451223324851,0.00875075312586053,60.1,10.2,380001,7,57695.5365441487,48.8,202889.038867765,72.6,4.4,3.18,0.196608214319534,31.7,965974,22,162.108179347922,3.6664159378036927
06019,CA,2016,0.506766676903,0.585122287273,0.5573980212212,0.9020561597279004,0.00984845912105767,"Fresno County, California",0.653749559910809,0.0486225846119306,0.104083517447942,0.0103845741722496,59.7,8.2,392402,5.7,63836.9479166667,52.9,312010.208333333,72.4,4.3,3.18,0.201719253198349,32.1,979915,22.8,164.447735203763,3.774
06019,CA,2018,0.354295581579,0.493433922529,NA,0.9140229026636794,0.01057007717201891,"Fresno County, California",0.647412510056315,0.0457602574416734,0.103785197103781,0.0159835076427997,60.9,11,414515,4.9,65917.2461170848,51.2,343682.99482278,71.3,3.4,3.16,0.21779936801396,32.5,994400,23.1,166.878584251309,4.116957669902913
06019,CA,2022,0.304954886436,0.375767469406,0.5049808621407,0.8419186284907947,0.00597194765211056,"Fresno County, California",0.327316068913208,0.0455717648913011,0.10887026073936899,0.0170322796717856,63,7.5,447375,4.5,74752.5777246327,55,410988.213187564,46.2,1.3,95504,0.241601073698338,33.4,1015190,23.4,170.367528103466,4.646676445211389
06023,CA,2010,0.499103784561,0.660831391811,0.6248878240585,0.830188046793819,0.01096101632420474,"Humboldt County, California",0.826616911731976,0.011358072317759,0.0197486535008977,0.0647358191017404,62.8,3.6,61379,7.2,55505.4287024301,42.6,45509.4910591472,58.5,3.4,2.39,0.251677630126705,36.3,134794,16.7,37.7787680760433,3.619064291247096
06023,CA,2012,0.561886847019,0.727382719517,0.6333557367325,0.8318147040411769,0.01210266397718578,"Humboldt County, California",0.824263686056947,0.0166138829759618,0.0289556246152477,0.051436285017096,58.8,3.5,58865,5.8,55725.1263066202,46.3,38452.2822299652,58.3,3.4,2.5,0.267474127517874,38.1,134827,18.8,37.7880169991891,3.831037783375314
06023,CA,2014,0.366123437881,0.506487369537,0.6283839941025,0.8167619114398906,0.01837113908074185,"Humboldt County, California",0.800050441736086,0.0159484900859735,0.0248573908270219,0.0547144478484374,59.1,3.7,58897,5.9,53941.9983100972,46.1,38108.0460498521,55.8,3.1,2.46,0.279054986960047,37.3,134809,17.4,37.7829721320187,3.6664159378036927
06023,CA,2022,0.440999239683,0.492771357298,0.6572359800339,0.82348314790844,0.00991299503530992,"Humboldt County, California",0.725087030590327,0.0131916154358936,0.0266943189393378,0.0420339234130805,59.4,5.4,61685,4.9,62194.0673044072,55.6,461488.72565767,37,2,20350,0.325770772556509,40.3,135010,17.3,37.8393064820883,4.646676445211389
06025,CA,2010,0.301298290491,0.506548047066,0.6138232946396,0.932816058961871,0.00885168793170496,"Imperial County, California",0.557602976591301,0.0331499594827488,0.0161555405914377,0.0229692867822455,55.1,7.1,56573,11.2,60278.4456671252,42,40299.5483723063,82.3,4,3.41,0.132218976004598,31.8,175234,20.6,41.9559697456732,3.619064291247096
06025,CA,2012,0.427729099989,0.647202312946,0.6344844102859,0.8789682177476771,0.01327150915496814,"Imperial County, California",0.805473924542804,0.0303196419287022,0.0128173248638018,0.00621651558649999,53.3,8.8,56238,10.3,55064.8954703833,43.3,36322.2844076655,78.2,3.7,3.52,0.13002424276726,32,176948,21.9,42.3663497640719,3.831037783375314
06025,CA,2014,0.214260846376,0.364249616861,0.6318466663361,0.9212940948556736,0.00885859706591993,"Imperial County, California",0.674104226343032,0.0222959277685646,0.0153218196335941,0.0180801938679219,52.8,10.1,57497,9.7,52204.0768905788,43.3,32898.2678495986,77.7,2.2,3.89,0.148000372890836,32.3,179091,22.3,42.8794445011947,3.6664159378036927
06025,CA,2016,0.486251294613,0.486909836531,0.7075095176697,0.8957892456634395,0.00218286038025094,"Imperial County, California",0.613496016762216,0.0227882111641227,0.0150981573724452,0.00999541139852833,52.6,9.1,61106,7.2,64334.90625,60.8,223950.208333333,77.9,3,3.82,0.138565723215836,32.5,180883,21.3,43.3084999229979,3.774
06025,CA,2022,0.236413568258,0.254819899797,0.6115698814392,0.8907102950357789,0.00244929322682376,"Imperial County, California",0.17874469120881,0.0231936121043237,0.0161208194143683,0.0138825938795723,54.3,9,64041,6.3,61578.3908438674,58.7,315037.239494363,49,2.9,17450,0.167518491190815,33.2,178713,23.5,42.7889406231582,4.646676445211389
06029,CA,2010,0.367869019508,0.564285814762,0.3789095282555,0.9083181481739638,0.00987118338029945,"Kern County, California",0.71739845429924,0.0562937615099376,0.0388693041021982,0.012273704683053,59,15.5,310764,8.6,65645.5662540119,41,214769.901421366,75.1,4.5,3.21,0.150023114167768,30.9,842207,23.9,103.567295312596,3.619064291247096
